name;open;high;low;close;volume;marketCap;timestamp
"2781";97712.2105008813;97741.6880639965;96200.0380597461;96432.7937366753;42250232640.16;1908446203331.55;"2024-12-02T03:00:00.000Z"
"2781";96438.5825926897;96520.5737336495;94931.3271000782;95153.2149818753;46319841986.28;1882888445258.04;"2024-12-02T06:00:00.000Z"
"2781";95162.6096461226;95580.796093484;94862.1075723131;95169.2362966609;51152746722.21;1883493365182.63;"2024-12-02T09:00:00.000Z"
"2781";95172.4803360947;96823.0047574485;94820.197164527;96332.5928898278;55503194119.64;1907077381991.45;"2024-12-02T12:00:00.000Z"
"2781";96363.946348806;97430.6997049885;94710.0598641677;94710.0598641677;66169190917.27;1873060472833.96;"2024-12-02T15:00:00.000Z"
"2781";94644.8304815211;96345.848850962;94482.8633434321;95688.5654631171;71898057594.26;1893433535089.1;"2024-12-02T18:00:00.000Z"
"2781";95673.9522949995;95878.3138871152;95139.6124326229;95865.3016323752;72680784305.11;1896994040043.38;"2024-12-02T21:00:00.000Z"
"2781";95854.5974342939;96297.2000609749;95423.0833642335;96048.6852538193;71485766549.73;1900793150914.16;"2024-12-03T00:00:00.000Z"
"2781";96045.4066257298;96239.9244493758;95893.9581439794;96156.5433341647;67762920699.58;1903074616936.24;"2024-12-03T03:00:00.000Z"
"2781";96158.4726641756;96272.9397075669;95325.8958898163;95506.2079963059;65413856005.69;1889985615721.16;"2024-12-03T06:00:00.000Z"
"2781";95499.3113750526;95561.6996857428;94676.3342709568;95009.932561191;63632539088.35;1880641317306.48;"2024-12-03T09:00:00.000Z"
"2781";95020.6249975857;95432.466718053;93629.5598937809;95333.7468296422;69075686862.35;1885748067729.65;"2024-12-03T12:00:00.000Z"
"2781";95310.3605023959;96275.1272162844;94940.092405312;95916.1424295299;68206042283.44;1898103486405.58;"2024-12-03T15:00:00.000Z"
"2781";95909.5002430236;95909.5002430236;95000.1853334125;95648.3981304787;66041623949.12;1893167156195.9;"2024-12-03T18:00:00.000Z"
"2781";95660.3365313705;96192.858012319;95645.6039780345;96002.162144032;67067810961.23;1899532461067.09;"2024-12-03T21:00:00.000Z"
"2781";95988.5287123714;96669.4524068756;95383.2789331205;95854.1982809171;68668557932.41;1897123320698.66;"2024-12-04T00:00:00.000Z"
"2781";95859.9733316728;96565.6484428024;95658.3540322935;96549.9449749006;69414956475.68;1910514413621.67;"2024-12-04T03:00:00.000Z"
"2781";96550.6128549988;96880.1629634127;96355.7082068819;96776.7238183812;68931666881.58;1915052003485.99;"2024-12-04T06:00:00.000Z"
"2781";96765.8939089564;97026.3950137132;96246.2363029751;96285.8868420165;68096879530.14;1905634230702.7;"2024-12-04T09:00:00.000Z"
"2781";96290.0221308806;96609.279715217;95402.3952983339;96081.3111634578;61798047410.85;1901744945066.76;"2024-12-04T12:00:00.000Z"
"2781";96093.4999473869;96487.6596374973;94660.5232511768;95630.8597265285;61357944786.26;1892510125348.81;"2024-12-04T15:00:00.000Z"
"2781";95626.8726268394;99207.3250728128;95554.3257325907;98848.604497063;71346843942.08;1956061397788.33;"2024-12-04T18:00:00.000Z"
"2781";98838.0625451641;99125.1119469986;97640.9033115768;98768.5275553455;77199817111.98;1954156097012.25;"2024-12-04T21:00:00.000Z"
"2781";98741.5393815507;101588.9668491964;98057.954547014;101326.0514747041;90927202644.74;2004227156958.43;"2024-12-05T00:00:00.000Z"
"2781";101334.809323808;103900.4721472336;101271.8360058401;102508.3812486116;113927628716.03;2028766356561.97;"2024-12-05T03:00:00.000Z"
"2781";102510.7054793125;102964.1491126971;101414.4365027555;102964.1491126971;124988202248.69;2037783112587.78;"2024-12-05T06:00:00.000Z"
"2781";102956.2082993647;103196.2641099321;102325.5577928269;102708.8423883614;128297364745.36;2032362448062.8;"2024-12-05T09:00:00.000Z"
"2781";102694.022758719;103565.8826761382;102367.9229915243;103535.7026578762;132675504520.36;2048341217300.64;"2024-12-05T12:00:00.000Z"
"2781";103525.7412804946;103583.9127329252;100605.2093255717;101386.9219841288;139668235678.87;2006799147180.64;"2024-12-05T15:00:00.000Z"
"2781";101401.7964103221;101468.3979137521;97993.9699348015;99152.8574947834;141939063976.13;1961911173034.99;"2024-12-05T18:00:00.000Z"
"2781";99181.350119189;99544.5030180486;91998.781701436;97078.9291874466;152670851243.03;1921154047589.51;"2024-12-05T21:00:00.000Z"
"2781";97074.2248322286;98820.7622841896;96514.8760817966;97565.6980185565;146031854681.66;1930360907027.95;"2024-12-06T00:00:00.000Z"
